ACC_STATION_CODE,DATE_TYPE,TIME_ATTRIBUTE,BEGIN_TIME,END_TIME,VERSION_ID
555,14,4,960,1200,499                 
555,14,5,1200,1440,499                 
555,15,1,240,480,499                 
555,15,2,480,600,499                 
555,15,3,600,960,499                 
555,15,4,960,1080,499                 
555,15,5,1080,1440,499                 
557,0,1,240,420,499                 
557,0,2,420,540,499                 
557,0,3,540,1020,499                 
557,0,4,1020,1140,499                 
557,0,5,1140,1440,499                 
557,1,1,240,480,499                 
557,1,2,480,600,499                 
557,1,3,600,960,499                 
557,1,4,960,1080,499                 
557,1,5,1080,1440,499                 
557,2,1,240,420,499                 
557,2,2,420,540,499                 
557,2,3,540,960,499                 
557,2,4,960,1200,499                 
557,2,5,1200,1440,499                 
557,3,1,240,480,499                 
557,3,2,480,600,499                 
557,3,3,600,960,499                 
557,3,4,960,1080,499                 
557,3,5,1080,1440,499                 
557,4,1,240,420,499                 
557,4,2,420,540,499                 
557,4,3,540,1020,499                 
557,4,4,1020,1140,499                 
557,4,5,1140,1440,499                 
557,5,1,240,480,499                 
557,5,2,480,600,499                 
557,5,3,600,960,499                 
557,5,4,960,1080,499                 
557,5,5,1080,1440,499                 
557,6,1,240,420,499                 
557,6,2,420,540,499                 
557,6,3,540,960,499                 
557,6,4,960,1200,499                 
557,6,5,1200,1440,499                 
557,7,1,240,480,499                 
557,7,2,480,600,499                 
557,7,3,600,960,499                 
557,7,4,960,1080,499                 
557,7,5,1080,1440,499                 
557,8,1,240,420,499                 
557,8,2,420,540,499                 
557,8,3,540,1020,499                 
557,8,4,1020,1140,499                 
557,8,5,1140,1440,499                 
557,9,1,240,480,499                 
557,9,2,480,600,499                 
557,9,3,600,960,499                 
557,9,4,960,1080,499                 
557,9,5,1080,1440,499                 
557,10,1,240,420,499                 
557,10,2,420,540,499                 
557,10,3,540,960,499                 
557,10,4,960,1200,499                 
557,10,5,1200,1440,499                 
557,11,1,240,480,499                 
557,11,2,480,600,499                 
557,11,3,600,960,499                 
557,11,4,960,1080,499                 
557,11,5,1080,1440,499                 
557,12,1,240,420,499                 
557,12,2,420,540,499                 
557,12,3,540,1020,499                 
557,12,4,1020,1140,499                 
557,12,5,1140,1440,499                 
557,13,1,240,480,499                 
557,13,2,480,600,499                 
557,13,3,600,960,499                 
557,13,4,960,1080,499                 
557,13,5,1080,1440,499                 
557,14,1,240,420,499                 
557,14,2,420,540,499                 
557,14,3,540,960,499                 
557,14,4,960,1200,499                 
557,14,5,1200,1440,499                 
557,15,1,240,480,499                 
557,15,2,480,600,499                 
557,15,3,600,960,499                 
557,15,4,960,1080,499                 
557,15,5,1080,1440,499                 
559,0,1,240,420,499                 
559,0,2,420,540,499                 
559,0,3,540,1020,499                 
559,0,4,1020,1140,499                 
559,0,5,1140,1440,499                 
559,1,1,240,480,499                 
559,1,2,480,600,499                 
559,1,3,600,960,499                 
559,1,4,960,1080,499                 
559,1,5,1080,1440,499                 
559,2,1,240,420,499                 
559,2,2,420,540,499                 
559,2,3,540,960,499                 
559,2,4,960,1200,499                 
559,2,5,1200,1440,499                 
559,3,1,240,480,499                 
559,3,2,480,600,499                 
559,3,3,600,960,499                 
559,3,4,960,1080,499                 
559,3,5,1080,1440,499                 
559,4,1,240,420,499                 
559,4,2,420,540,499                 
559,4,3,540,1020,499                 
559,4,4,1020,1140,499                 
559,4,5,1140,1440,499                 
559,5,1,240,480,499                 
559,5,2,480,600,499                 
559,5,3,600,960,499                 
559,5,4,960,1080,499                 
559,5,5,1080,1440,499                 
559,6,1,240,420,499                 
559,6,2,420,540,499                 
559,6,3,540,960,499                 
559,6,4,960,1200,499                 
559,6,5,1200,1440,499                 
559,7,1,240,480,499                 
559,7,2,480,600,499                 
559,7,3,600,960,499                 
559,7,4,960,1080,499                 
559,7,5,1080,1440,499                 
559,8,1,240,420,499                 
559,8,2,420,540,499                 
559,8,3,540,1020,499                 
559,8,4,1020,1140,499                 
559,8,5,1140,1440,499                 
559,9,1,240,480,499                 
559,9,2,480,600,499                 
559,9,3,600,960,499                 
559,9,4,960,1080,499                 
559,9,5,1080,1440,499                 
559,10,1,240,420,499                 
559,10,2,420,540,499                 
559,10,3,540,960,499                 
559,10,4,960,1200,499                 
559,10,5,1200,1440,499                 
559,11,1,240,480,499                 
559,11,2,480,600,499                 
559,11,3,600,960,499                 
559,11,4,960,1080,499                 
559,11,5,1080,1440,499                 
559,12,1,240,420,499                 
559,12,2,420,540,499                 
559,12,3,540,1020,499                 
559,12,4,1020,1140,499                 
559,12,5,1140,1440,499                 
559,13,1,240,480,499                 
559,13,2,480,600,499                 
559,13,3,600,960,499                 
559,13,4,960,1080,499                 
559,13,5,1080,1440,499                 
559,14,1,240,420,499                 
559,14,2,420,540,499                 
559,14,3,540,960,499                 
559,14,4,960,1200,499                 
559,14,5,1200,1440,499                 
559,15,1,240,480,499                 
559,15,2,480,600,499                 
559,15,3,600,960,499                 
559,15,4,960,1080,499                 
559,15,5,1080,1440,499                 
561,0,1,240,420,499                 
561,0,2,420,540,499                 
561,0,3,540,1020,499                 
561,0,4,1020,1140,499                 
561,0,5,1140,1440,499                 
561,1,1,240,480,499                 
561,1,2,480,600,499                 
561,1,3,600,960,499                 
561,1,4,960,1080,499                 
561,1,5,1080,1440,499                 
561,2,1,240,420,499                 
561,2,2,420,540,499                 
561,2,3,540,960,499                 
561,2,4,960,1200,499                 
561,2,5,1200,1440,499                 
561,3,1,240,480,499                 
561,3,2,480,600,499                 
561,3,3,600,960,499                 
561,3,4,960,1080,499                 
561,3,5,1080,1440,499                 
561,4,1,240,420,499                 
561,4,2,420,540,499                 
561,4,3,540,1020,499                 
561,4,4,1020,1140,499                 
561,4,5,1140,1440,499                 
561,5,1,240,480,499                 
561,5,2,480,600,499                 
561,5,3,600,960,499                 
561,5,4,960,1080,499                 
561,5,5,1080,1440,499                 
561,6,1,240,420,499                 
561,6,2,420,540,499                 
561,6,3,540,960,499                 
561,6,4,960,1200,499                 
561,6,5,1200,1440,499                 
561,7,1,240,480,499                 
561,7,2,480,600,499                 
561,7,3,600,960,499                 
561,7,4,960,1080,499                 
561,7,5,1080,1440,499                 
561,8,1,240,420,499                 
561,8,2,420,540,499                 
561,8,3,540,1020,499                 
561,8,4,1020,1140,499                 
561,8,5,1140,1440,499                 
561,9,1,240,480,499                 
561,9,2,480,600,499                 
561,9,3,600,960,499                 
561,9,4,960,1080,499                 
561,9,5,1080,1440,499                 
561,10,1,240,420,499                 
561,10,2,420,540,499                 
561,10,3,540,960,499                 
561,10,4,960,1200,499                 
561,10,5,1200,1440,499                 
561,11,1,240,480,499                 
561,11,2,480,600,499                 
561,11,3,600,960,499                 
561,11,4,960,1080,499                 
561,11,5,1080,1440,499                 
561,12,1,240,420,499                 
561,12,2,420,540,499                 
561,12,3,540,1020,499                 
561,12,4,1020,1140,499                 
561,12,5,1140,1440,499                 
435,5,3,600,960,499                 
435,5,4,960,1080,499                 
435,5,5,1080,1440,499                 
435,6,1,240,420,499                 
435,6,2,420,540,499                 
435,6,3,540,960,499                 
435,6,4,960,1200,499                 
435,6,5,1200,1440,499                 
435,7,1,240,480,499                 
435,7,2,480,600,499                 
435,7,3,600,960,499                 
435,7,4,960,1080,499                 
435,7,5,1080,1440,499                 
435,8,1,240,420,499                 
435,8,2,420,540,499                 
435,8,3,540,1020,499                 
435,8,4,1020,1140,499                 
435,8,5,1140,1440,499                 
435,9,1,240,480,499                 
435,9,2,480,600,499                 
435,9,3,600,960,499                 
435,9,4,960,1080,499                 
435,9,5,1080,1440,499                 
435,10,1,240,420,499                 
435,10,2,420,540,499                 
435,10,3,540,960,499                 
435,10,4,960,1200,499                 
435,10,5,1200,1440,499                 
435,11,1,240,480,499                 
435,11,2,480,600,499                 
435,11,3,600,960,499                 
435,11,4,960,1080,499                 
435,11,5,1080,1440,499                 
435,12,1,240,420,499                 
435,12,2,420,540,499                 
435,12,3,540,1020,499                 
435,12,4,1020,1140,499                 
435,12,5,1140,1440,499                 
435,13,1,240,480,499                 
435,13,2,480,600,499                 
435,13,3,600,960,499                 
435,13,4,960,1080,499                 
435,13,5,1080,1440,499                 
435,14,1,240,420,499                 
435,14,2,420,540,499                 
435,14,3,540,960,499                 
435,14,4,960,1200,499                 
435,14,5,1200,1440,499                 
435,15,1,240,480,499                 
435,15,2,480,600,499                 
435,15,3,600,960,499                 
435,15,4,960,1080,499                 
435,15,5,1080,1440,499                 
437,0,1,240,420,499                 
437,0,2,420,540,499                 
437,0,3,540,1020,499                 
437,0,4,1020,1140,499                 
437,0,5,1140,1440,499                 
437,1,1,240,480,499                 
437,1,2,480,600,499                 
437,1,3,600,960,499                 
437,1,4,960,1080,499                 
437,1,5,1080,1440,499                 
437,2,1,240,420,499                 
437,2,2,420,540,499                 
437,2,3,540,960,499                 
437,2,4,960,1200,499                 
437,2,5,1200,1440,499                 
437,3,1,240,480,499                 
437,3,2,480,600,499                 
437,3,3,600,960,499                 
437,3,4,960,1080,499                 
437,3,5,1080,1440,499                 
437,4,1,240,420,499                 
437,4,2,420,540,499                 
437,4,3,540,1020,499                 
437,4,4,1020,1140,499                 
437,4,5,1140,1440,499                 
437,5,1,240,480,499                 
437,5,2,480,600,499                 
437,5,3,600,960,499                 
437,5,4,960,1080,499                 
437,5,5,1080,1440,499                 
437,6,1,240,420,499                 
437,6,2,420,540,499                 
437,6,3,540,960,499                 
437,6,4,960,1200,499                 
437,6,5,1200,1440,499                 
437,7,1,240,480,499                 
437,7,2,480,600,499                 
437,7,3,600,960,499                 
437,7,4,960,1080,499                 
437,7,5,1080,1440,499                 
437,8,1,240,420,499                 
437,8,2,420,540,499                 
437,8,3,540,1020,499                 
437,8,4,1020,1140,499                 
437,8,5,1140,1440,499                 
437,9,1,240,480,499                 
437,9,2,480,600,499                 
437,9,3,600,960,499                 
437,9,4,960,1080,499                 
437,9,5,1080,1440,499                 
437,10,1,240,420,499                 
437,10,2,420,540,499                 
437,10,3,540,960,499                 
437,10,4,960,1200,499                 
437,10,5,1200,1440,499                 
437,11,1,240,480,499                 
437,11,2,480,600,499                 
437,11,3,600,960,499                 
437,11,4,960,1080,499                 
437,11,5,1080,1440,499                 
437,12,1,240,420,499                 
437,12,2,420,540,499                 
437,12,3,540,1020,499                 
437,12,4,1020,1140,499                 
437,12,5,1140,1440,499                 
437,13,1,240,480,499                 
437,13,2,480,600,499                 
437,13,3,600,960,499                 
437,13,4,960,1080,499                 
437,13,5,1080,1440,499                 
437,14,1,240,420,499                 
437,14,2,420,540,499                 
437,14,3,540,960,499                 
437,14,4,960,1200,499                 
437,14,5,1200,1440,499                 
437,15,1,240,480,499                 
437,15,2,480,600,499                 
437,15,3,600,960,499                 
437,15,4,960,1080,499                 
437,15,5,1080,1440,499                 
439,0,1,240,420,499                 
439,0,2,420,540,499                 
439,0,3,540,1020,499                 
439,0,4,1020,1140,499                 
439,0,5,1140,1440,499                 
439,1,1,240,480,499                 
439,1,2,480,600,499                 
439,1,3,600,960,499                 
439,1,4,960,1080,499                 
439,1,5,1080,1440,499                 
439,2,1,240,420,499                 
439,2,2,420,540,499                 
439,2,3,540,960,499                 
439,2,4,960,1200,499                 
439,2,5,1200,1440,499                 
439,3,1,240,480,499                 
439,3,2,480,600,499                 
439,3,3,600,960,499                 
439,3,4,960,1080,499                 
439,3,5,1080,1440,499                 
439,4,1,240,420,499                 
439,4,2,420,540,499                 
439,4,3,540,1020,499                 
439,4,4,1020,1140,499                 
439,4,5,1140,1440,499                 
439,5,1,240,480,499                 
439,5,2,480,600,499                 
439,5,3,600,960,499                 
439,5,4,960,1080,499                 
439,5,5,1080,1440,499                 
439,6,1,240,420,499                 
439,6,2,420,540,499                 
439,6,3,540,960,499                 
439,6,4,960,1200,499                 
439,6,5,1200,1440,499                 
439,7,1,240,480,499                 
439,7,2,480,600,499                 
439,7,3,600,960,499                 
439,7,4,960,1080,499                 
439,7,5,1080,1440,499                 
439,8,1,240,420,499                 
439,8,2,420,540,499                 
439,8,3,540,1020,499                 
439,8,4,1020,1140,499                 
439,8,5,1140,1440,499                 
439,9,1,240,480,499                 
439,9,2,480,600,499                 
439,9,3,600,960,499                 
439,9,4,960,1080,499                 
439,9,5,1080,1440,499                 
439,10,1,240,420,499                 
439,10,2,420,540,499                 
439,10,3,540,960,499                 
439,10,4,960,1200,499                 
439,10,5,1200,1440,499                 
439,11,1,240,480,499                 
439,11,2,480,600,499                 
439,11,3,600,960,499                 
439,11,4,960,1080,499                 
439,11,5,1080,1440,499                 
439,12,1,240,420,499                 
439,12,2,420,540,499                 
439,12,3,540,1020,499                 
439,12,4,1020,1140,499                 
439,12,5,1140,1440,499                 
439,13,1,240,480,499                 
439,13,2,480,600,499                 
439,13,3,600,960,499                 
439,13,4,960,1080,499                 
439,13,5,1080,1440,499                 
439,14,1,240,420,499                 
439,14,2,420,540,499                 
439,14,3,540,960,499                 
439,14,4,960,1200,499                 
439,14,5,1200,1440,499                 
439,15,1,240,480,499                 
439,15,2,480,600,499                 
439,15,3,600,960,499                 
439,15,4,960,1080,499                 
439,15,5,1080,1440,499                 
441,0,1,240,420,499                 
441,0,2,420,540,499                 
441,0,3,540,1020,499                 
441,0,4,1020,1140,499                 
441,0,5,1140,1440,499                 
441,1,1,240,480,499                 
441,1,2,480,600,499                 
441,1,3,600,960,499                 
441,1,4,960,1080,499                 
441,1,5,1080,1440,499                 
441,2,1,240,420,499                 
441,2,2,420,540,499                 
441,2,3,540,960,499                 
441,2,4,960,1200,499                 
441,2,5,1200,1440,499                 
441,3,1,240,480,499                 
441,3,2,480,600,499                 
441,3,3,600,960,499                 
441,3,4,960,1080,499                 
441,3,5,1080,1440,499                 
441,4,1,240,420,499                 
441,4,2,420,540,499                 
441,4,3,540,1020,499                 
441,4,4,1020,1140,499                 
441,4,5,1140,1440,499                 
441,5,1,240,480,499                 
441,5,2,480,600,499                 
441,5,3,600,960,499                 
441,5,4,960,1080,499                 
441,5,5,1080,1440,499                 
441,6,1,240,420,499                 
441,6,2,420,540,499                 
441,6,3,540,960,499                 
441,6,4,960,1200,499                 
441,6,5,1200,1440,499                 
441,7,1,240,480,499                 
441,7,2,480,600,499                 
441,7,3,600,960,499                 
441,7,4,960,1080,499                 
441,7,5,1080,1440,499                 
441,8,1,240,420,499                 
441,8,2,420,540,499                 
441,8,3,540,1020,499                 
441,8,4,1020,1140,499                 
441,8,5,1140,1440,499                 
441,9,1,240,480,499                 
441,9,2,480,600,499                 
441,9,3,600,960,499                 
441,9,4,960,1080,499                 
441,9,5,1080,1440,499                 
441,10,1,240,420,499                 
441,10,2,420,540,499                 
441,10,3,540,960,499                 
441,10,4,960,1200,499                 
441,10,5,1200,1440,499                 
441,11,1,240,480,499                 
441,11,2,480,600,499                 
441,11,3,600,960,499                 
441,11,4,960,1080,499                 
441,11,5,1080,1440,499                 
441,12,1,240,420,499                 
441,12,2,420,540,499                 
441,12,3,540,1020,499                 
441,12,4,1020,1140,499                 
441,12,5,1140,1440,499                 
441,13,1,240,480,499                 
441,13,2,480,600,499                 
441,13,3,600,960,499                 
441,13,4,960,1080,499                 
441,13,5,1080,1440,499                 
441,14,1,240,420,499                 
441,14,2,420,540,499                 
441,14,3,540,960,499                 
441,14,4,960,1200,499                 
441,14,5,1200,1440,499                 
441,15,1,240,480,499                 
441,15,2,480,600,499                 
441,15,3,600,960,499                 
441,15,4,960,1080,499                 
441,15,5,1080,1440,499                 
443,0,1,240,420,499                 
443,0,2,420,540,499                 
443,0,3,540,1020,499                 
443,0,4,1020,1140,499                 
443,0,5,1140,1440,499                 
443,1,1,240,480,499                 
443,1,2,480,600,499                 
443,1,3,600,960,499                 
443,1,4,960,1080,499                 
443,1,5,1080,1440,499                 
443,2,1,240,420,499                 
443,2,2,420,540,499                 
443,2,3,540,960,499                 
443,2,4,960,1200,499                 
443,2,5,1200,1440,499                 
443,3,1,240,480,499                 
443,3,2,480,600,499                 
443,3,3,600,960,499                 
443,3,4,960,1080,499                 
443,3,5,1080,1440,499                 
443,4,1,240,420,499                 
443,4,2,420,540,499                 
443,4,3,540,1020,499                 
443,4,4,1020,1140,499                 
443,4,5,1140,1440,499                 
443,5,1,240,480,499                 
443,5,2,480,600,499                 
443,5,3,600,960,499                 
443,5,4,960,1080,499                 
443,5,5,1080,1440,499                 
443,6,1,240,420,499                 
443,6,2,420,540,499                 
443,6,3,540,960,499                 
443,6,4,960,1200,499                 
443,6,5,1200,1440,499                 
443,7,1,240,480,499                 
443,7,2,480,600,499                 
443,7,3,600,960,499                 
443,7,4,960,1080,499                 
443,7,5,1080,1440,499                 
443,8,1,240,420,499                 
443,8,2,420,540,499                 
443,8,3,540,1020,499                 
443,8,4,1020,1140,499                 
443,8,5,1140,1440,499                 
443,9,1,240,480,499                 
443,9,2,480,600,499                 
443,9,3,600,960,499                 
443,9,4,960,1080,499                 
443,9,5,1080,1440,499                 
443,10,1,240,420,499                 
443,10,2,420,540,499                 
443,10,3,540,960,499                 
443,10,4,960,1200,499                 
443,10,5,1200,1440,499                 
443,11,1,240,480,499                 
443,11,2,480,600,499                 
443,11,3,600,960,499                 
443,11,4,960,1080,499                 
443,11,5,1080,1440,499                 
443,12,1,240,420,499                 
443,12,2,420,540,499                 
443,12,3,540,1020,499                 
443,12,4,1020,1140,499                 
443,12,5,1140,1440,499                 
443,13,1,240,480,499                 
443,13,2,480,600,499                 
443,13,3,600,960,499                 
443,13,4,960,1080,499                 
443,13,5,1080,1440,499                 
443,14,1,240,420,499                 
443,14,2,420,540,499                 
443,14,3,540,960,499                 
443,14,4,960,1200,499                 
443,14,5,1200,1440,499                 
443,15,1,240,480,499                 
443,15,2,480,600,499                 
443,15,3,600,960,499                 
443,15,4,960,1080,499                 
443,15,5,1080,1440,499                 
445,0,1,240,420,499                 
445,0,2,420,540,499                 
445,0,3,540,1020,499                 
445,0,4,1020,1140,499                 
445,0,5,1140,1440,499                 
445,1,1,240,480,499                 
445,1,2,480,600,499                 
445,1,3,600,960,499                 
445,1,4,960,1080,499                 
445,1,5,1080,1440,499                 
445,2,1,240,420,499                 
445,2,2,420,540,499                 
445,2,3,540,960,499                 
445,2,4,960,1200,499                 
445,2,5,1200,1440,499                 
445,3,1,240,480,499                 
445,3,2,480,600,499                 
445,3,3,600,960,499                 
445,3,4,960,1080,499                 
445,3,5,1080,1440,499                 
445,4,1,240,420,499                 
445,4,2,420,540,499                 
445,4,3,540,1020,499                 
445,4,4,1020,1140,499                 
445,4,5,1140,1440,499                 
445,5,1,240,480,499                 
445,5,2,480,600,499                 
445,5,3,600,960,499                 
445,5,4,960,1080,499                 
445,5,5,1080,1440,499                 
445,6,1,240,420,499                 
445,6,2,420,540,499                 
445,6,3,540,960,499                 
445,6,4,960,1200,499                 
445,6,5,1200,1440,499                 
445,7,1,240,480,499                 
445,7,2,480,600,499                 
445,7,3,600,960,499                 
445,7,4,960,1080,499                 
445,7,5,1080,1440,499                 
445,8,1,240,420,499                 
445,8,2,420,540,499                 
445,8,3,540,1020,499                 
445,8,4,1020,1140,499                 
445,8,5,1140,1440,499                 
445,9,1,240,480,499                 
445,9,2,480,600,499                 
445,9,3,600,960,499                 
445,9,4,960,1080,499                 
445,9,5,1080,1440,499                 
445,10,1,240,420,499                 
445,10,2,420,540,499                 
445,10,3,540,960,499                 
445,10,4,960,1200,499                 
445,10,5,1200,1440,499                 
445,11,1,240,480,499                 
445,11,2,480,600,499                 
445,11,3,600,960,499                 
445,11,4,960,1080,499                 
445,11,5,1080,1440,499                 
445,12,1,240,420,499                 
445,12,2,420,540,499                 
445,12,3,540,1020,499                 
445,12,4,1020,1140,499                 
445,12,5,1140,1440,499                 
445,13,1,240,480,499                 
445,13,2,480,600,499                 
445,13,3,600,960,499                 
445,13,4,960,1080,499                 
445,13,5,1080,1440,499                 
445,14,1,240,420,499                 
445,14,2,420,540,499                 
445,14,3,540,960,499                 
445,14,4,960,1200,499                 
445,14,5,1200,1440,499                 
445,15,1,240,480,499                 
445,15,2,480,600,499                 
445,15,3,600,960,499                 
445,15,4,960,1080,499                 
445,15,5,1080,1440,499                 
447,0,1,240,420,499                 
447,0,2,420,540,499                 
447,0,3,540,1020,499                 
447,0,4,1020,1140,499                 
447,0,5,1140,1440,499                 
447,1,1,240,480,499                 
447,1,2,480,600,499                 
447,1,3,600,960,499                 
447,1,4,960,1080,499                 
447,1,5,1080,1440,499                 
447,2,1,240,420,499                 
447,2,2,420,540,499                 
447,2,3,540,960,499                 
447,2,4,960,1200,499                 
447,2,5,1200,1440,499                 
447,3,1,240,480,499                 
447,3,2,480,600,499                 
447,3,3,600,960,499                 
447,3,4,960,1080,499                 
447,3,5,1080,1440,499                 
447,4,1,240,420,499                 
447,4,2,420,540,499                 
447,4,3,540,1020,499                 
447,4,4,1020,1140,499                 
447,4,5,1140,1440,499                 
447,5,1,240,480,499                 
447,5,2,480,600,499                 
447,5,3,600,960,499                 
447,5,4,960,1080,499                 
447,5,5,1080,1440,499                 
447,6,1,240,420,499                 
447,6,2,420,540,499                 
447,6,3,540,960,499                 
447,6,4,960,1200,499                 
447,6,5,1200,1440,499                 
447,7,1,240,480,499                 
447,7,2,480,600,499                 
447,7,3,600,960,499                 
447,7,4,960,1080,499                 
447,7,5,1080,1440,499                 
447,8,1,240,420,499                 
447,8,2,420,540,499                 
447,8,3,540,1020,499                 
447,8,4,1020,1140,499                 
447,8,5,1140,1440,499                 
447,9,1,240,480,499                 
447,9,2,480,600,499                 
447,9,3,600,960,499                 
447,9,4,960,1080,499                 
447,9,5,1080,1440,499                 
447,10,1,240,420,499                 
447,10,2,420,540,499                 
447,10,3,540,960,499                 
447,10,4,960,1200,499                 
447,10,5,1200,1440,499                 
447,11,1,240,480,499                 
447,11,2,480,600,499                 
447,11,3,600,960,499                 
447,11,4,960,1080,499                 
447,11,5,1080,1440,499                 
447,12,1,240,420,499                 
447,12,2,420,540,499                 
447,12,3,540,1020,499                 
447,12,4,1020,1140,499                 
447,12,5,1140,1440,499                 
447,13,1,240,480,499                 
447,13,2,480,600,499                 
447,13,3,600,960,499                 
447,13,4,960,1080,499                 
447,13,5,1080,1440,499                 
447,14,1,240,420,499                 
447,14,2,420,540,499                 
447,14,3,540,960,499                 
447,14,4,960,1200,499                 
447,14,5,1200,1440,499                 
447,15,1,240,480,499                 
447,15,2,480,600,499                 
447,15,3,600,960,499                 
447,15,4,960,1080,499                 
447,15,5,1080,1440,499                 
449,0,1,240,420,499                 
449,0,2,420,540,499                 
449,0,3,540,1020,499                 
449,0,4,1020,1140,499                 
449,0,5,1140,1440,499                 
449,1,1,240,480,499                 
449,1,2,480,600,499                 
449,1,3,600,960,499                 
449,1,4,960,1080,499                 
449,1,5,1080,1440,499                 
449,2,1,240,420,499                 
449,2,2,420,540,499                 
449,2,3,540,960,499                 
449,2,4,960,1200,499                 
449,2,5,1200,1440,499                 
449,3,1,240,480,499                 
449,3,2,480,600,499                 
449,3,3,600,960,499                 
449,3,4,960,1080,499                 
449,3,5,1080,1440,499                 
449,4,1,240,420,499                 
449,4,2,420,540,499                 
449,4,3,540,1020,499                 
449,4,4,1020,1140,499                 
449,4,5,1140,1440,499                 
449,5,1,240,480,499                 
449,5,2,480,600,499                 
449,5,3,600,960,499                 
449,5,4,960,1080,499                 
449,5,5,1080,1440,499                 
449,6,1,240,420,499                 
449,6,2,420,540,499                 
449,6,3,540,960,499                 
449,6,4,960,1200,499                 
449,6,5,1200,1440,499                 
449,7,1,240,480,499                 
449,7,2,480,600,499                 
449,7,3,600,960,499                 
449,7,4,960,1080,499                 
449,7,5,1080,1440,499                 
449,8,1,240,420,499                 
449,8,2,420,540,499                 
449,8,3,540,1020,499                 
449,8,4,1020,1140,499                 
449,8,5,1140,1440,499                 
449,9,1,240,480,499                 
449,9,2,480,600,499                 
449,9,3,600,960,499                 
449,9,4,960,1080,499                 
449,9,5,1080,1440,499                 
449,10,1,240,420,499                 
449,10,2,420,540,499                 
449,10,3,540,960,499                 
449,10,4,960,1200,499                 
449,10,5,1200,1440,499                 
449,11,1,240,480,499                 
449,11,2,480,600,499                 
449,11,3,600,960,499                 
449,11,4,960,1080,499                 
449,11,5,1080,1440,499                 
449,12,1,240,420,499                 
449,12,2,420,540,499                 
449,12,3,540,1020,499                 
449,12,4,1020,1140,499                 
449,12,5,1140,1440,499                 
449,13,1,240,480,499                 
449,13,2,480,600,499                 
449,13,3,600,960,499                 
449,13,4,960,1080,499                 
449,13,5,1080,1440,499                 
449,14,1,240,420,499                 
449,14,2,420,540,499                 
449,14,3,540,960,499                 
449,14,4,960,1200,499                 
449,14,5,1200,1440,499                 
449,15,1,240,480,499                 
449,15,2,480,600,499                 
449,15,3,600,960,499                 
449,15,4,960,1080,499                 
449,15,5,1080,1440,499                 
451,0,1,240,420,499                 
451,0,2,420,540,499                 
451,0,3,540,1020,499                 
451,0,4,1020,1140,499                 
451,0,5,1140,1440,499                 
451,1,1,240,480,499                 
451,1,2,480,600,499                 
451,1,3,600,960,499                 
451,1,4,960,1080,499                 
451,1,5,1080,1440,499                 
451,2,1,240,420,499                 
451,2,2,420,540,499                 
451,2,3,540,960,499                 
451,2,4,960,1200,499                 
451,2,5,1200,1440,499                 
451,3,1,240,480,499                 
451,3,2,480,600,499                 
451,3,3,600,960,499                 
451,3,4,960,1080,499                 
451,3,5,1080,1440,499                 
451,4,1,240,420,499                 
451,4,2,420,540,499                 
451,4,3,540,1020,499                 
451,4,4,1020,1140,499                 
451,4,5,1140,1440,499                 
451,5,1,240,480,499                 
451,5,2,480,600,499                 
451,5,3,600,960,499                 
451,5,4,960,1080,499                 
451,5,5,1080,1440,499                 
451,6,1,240,420,499                 
451,6,2,420,540,499                 
451,6,3,540,960,499                 
451,6,4,960,1200,499                 
451,6,5,1200,1440,499                 
451,7,1,240,480,499                 
451,7,2,480,600,499                 
451,7,3,600,960,499                 
451,7,4,960,1080,499                 
451,7,5,1080,1440,499                 
451,8,1,240,420,499                 
451,8,2,420,540,499                 
451,8,3,540,1020,499                 
451,8,4,1020,1140,499                 
451,8,5,1140,1440,499                 
451,9,1,240,480,499                 
451,9,2,480,600,499                 
451,9,3,600,960,499                 
451,9,4,960,1080,499                 
451,9,5,1080,1440,499                 
451,10,1,240,420,499                 
451,10,2,420,540,499                 
451,10,3,540,960,499                 
451,10,4,960,1200,499                 
451,10,5,1200,1440,499                 
451,11,1,240,480,499                 
451,11,2,480,600,499                 
451,11,3,600,960,499                 
451,11,4,960,1080,499                 
451,11,5,1080,1440,499                 
451,12,1,240,420,499                 
451,12,2,420,540,499                 
451,12,3,540,1020,499                 
451,12,4,1020,1140,499                 
451,12,5,1140,1440,499                 
451,13,1,240,480,499                 
451,13,2,480,600,499                 
451,13,3,600,960,499                 
451,13,4,960,1080,499                 
451,13,5,1080,1440,499                 
451,14,1,240,420,499                 
451,14,2,420,540,499                 
451,14,3,540,960,499                 
451,14,4,960,1200,499                 
451,14,5,1200,1440,499                 
451,15,1,240,480,499                 
451,15,2,480,600,499                 
451,15,3,600,960,499                 
451,15,4,960,1080,499                 
451,15,5,1080,1440,499                 
453,0,1,240,420,499                 
453,0,2,420,540,499                 
453,0,3,540,1020,499                 
453,0,4,1020,1140,499                 
453,0,5,1140,1440,499                 
453,1,1,240,480,499                 
453,1,2,480,600,499                 
453,1,3,600,960,499                 
453,1,4,960,1080,499                 
453,1,5,1080,1440,499                 
453,2,1,240,420,499                 
453,2,2,420,540,499                 
453,2,3,540,960,499                 
453,2,4,960,1200,499                 
453,2,5,1200,1440,499                 
453,3,1,240,480,499                 
453,3,2,480,600,499                 
453,3,3,600,960,499                 
453,3,4,960,1080,499                 
453,3,5,1080,1440,499                 
453,4,1,240,420,499                 
453,4,2,420,540,499                 
453,4,3,540,1020,499                 
