ACC_STATION_CODE,DATE_TYPE,TIME_ATTRIBUTE,BEGIN_TIME,END_TIME,VERSION_ID
8927,13,4,960,1080,499                 
8927,13,5,1080,1440,499                 
8927,14,1,240,420,499                 
8927,14,2,420,540,499                 
8927,14,3,540,960,499                 
8927,14,4,960,1200,499                 
8927,14,5,1200,1440,499                 
8927,15,1,240,480,499                 
8927,15,2,480,600,499                 
8927,15,3,600,960,499                 
8927,15,4,960,1080,499                 
8927,15,5,1080,1440,499                 
8929,0,1,240,420,499                 
8929,0,2,420,540,499                 
8929,0,3,540,1020,499                 
8929,0,4,1020,1140,499                 
8929,0,5,1140,1440,499                 
8929,1,1,240,480,499                 
8929,1,2,480,600,499                 
8929,1,3,600,960,499                 
8929,1,4,960,1080,499                 
8929,1,5,1080,1440,499                 
8929,2,1,240,420,499                 
8929,2,2,420,540,499                 
8929,2,3,540,960,499                 
8929,2,4,960,1200,499                 
8929,2,5,1200,1440,499                 
8929,3,1,240,480,499                 
8929,3,2,480,600,499                 
8929,3,3,600,960,499                 
8929,3,4,960,1080,499                 
8929,3,5,1080,1440,499                 
8929,4,1,240,420,499                 
8929,4,2,420,540,499                 
8929,4,3,540,1020,499                 
8929,4,4,1020,1140,499                 
8929,4,5,1140,1440,499                 
8929,5,1,240,480,499                 
8929,5,2,480,600,499                 
8929,5,3,600,960,499                 
8929,5,4,960,1080,499                 
8929,5,5,1080,1440,499                 
8929,6,1,240,420,499                 
8929,6,2,420,540,499                 
