VERSION_CODE,LINE_CODE,STATION_CODE,TCC_STATION_CODE,STATION_NAME,STATION_ERG_CODE,DOWN_SEQUENCE,IS_SHARE_LINE,STATION_TYPE,STATION_MODALITY,X_COORDINATE,Y_COORDINATE,SWITCH_CODE,IS_USE_STATE,IS_CA_OD_ROUTE,REMARK
CZ20181213006,94,9425,9425,昌平东关,151019033,4,,1,,254,22,,1,1,
CZ20181213006,94,9427,9427,北邵洼,151019035,5,,1,,241,35,,1,1,
CZ20181213006,94,9429,9429,南邵,151019037,6,,1,,238,53,,1,1,
CZ20181213006,94,9431,9431,沙河高教园,151019039,7,,1,,241,70,,1,1,
CZ20181213006,94,9433,9433,沙河,151019041,8,,1,,245,80,,1,1,
CZ20181213006,94,9435,9435,巩华城,151019043,9,,1,,245,90,,1,1,
CZ20181213006,94,9437,9437,朱辛庄,151019045,10,,2,,248,100,,1,1,
CZ20181213006,94,9439,9439,生命科学园,151019047,11,,1,,245,110,,1,1,
CZ20181213006,94,9441,9441,西二旗,151019049,12,,2,,237,117,,1,1,
CZ20181213006,95,9521,9521,郭公庄,151019285,1,,2,,150,590,,1,1,
CZ20181213006,95,9523,9523,大葆台,151019287,2,,1,,140,575,,1,1,
CZ20181213006,95,9525,9525,稻田,151019289,3,,1,,130,560,,1,1,
CZ20181213006,95,9527,9527,长阳,151019291,4,,1,,120,545,,1,1,
CZ20181213006,95,9529,9529,篱笆房,151019293,5,,1,,110,530,,1,1,
CZ20181213006,95,9531,9531,广阳城,151019295,6,,1,,100,515,,1,1,
CZ20181213006,95,9533,9533,良乡大学城北,151019297,7,,1,,90,500,,1,1,
CZ20181213006,95,9535,9535,良乡大学城,151019299,8,,1,,80,485,,1,1,
CZ20181213006,95,9537,9537,良乡大学城西,151019301,9,,1,,70,470,,1,1,
CZ20181213006,95,9539,9539,良乡南关,151019303,10,,1,,60,455,,1,1,
CZ20181213006,95,9541,9541,苏庄,151019305,11,,1,,50,440,,1,1,
CZ20181213006,95,9543,9543,阎村东,151019307,12,,2,,100,100,,1,1,
CZ20181213006,96,9621,9621,宋家庄,151019541,1,,2,,456,579,,1,1,
CZ20181213006,96,9623,9623,肖村,151019543,2,,1,,470,579,,1,1,
CZ20181213006,96,9625,9625,小红门,151019545,3,,1,,485,579,,1,1,
CZ20181213006,96,9627,9627,旧宫,151019547,4,,1,,500,579,,1,1,
CZ20181213006,96,9629,9629,亦庄桥,151019549,5,,1,,515,579,,1,1,
CZ20181213006,96,9631,9631,亦庄文化园,151019551,6,,1,,530,579,,1,1,
CZ20181213006,96,9633,9633,万源街,151019553,7,,1,,545,579,,1,1,
CZ20181213006,96,9635,9635,荣京东街,151019555,8,,1,,560,579,,1,1,
CZ20181213006,96,9637,9637,荣昌东街,151019557,9,,1,,575,579,,1,1,
CZ20181213006,96,9639,9639,同济南路,151019559,10,,1,,590,579,,1,1,
CZ20181213006,96,9641,9641,经海路,151019561,11,,1,,605,579,,1,1,
CZ20181213006,96,9643,9643,次渠南,151019563,12,,1,,620,579,,1,1,
CZ20181213006,96,9645,9645,次渠,151019565,13,,1,,635,579,,1,1,
CZ20181213006,96,9647,9647,亦庄火车站,151019567,14,,1,,650,579,,1,1,
CZ20181213006,97,9701,9701,四惠,151019777,13,,2,,602,434,,1,1,
CZ20181213006,97,9702,9702,四惠东,151019778,12,,2,,625,434,,1,1,
CZ20181213006,97,9703,9703,高碑店,151019779,11,,1,,645,434,,1,1,
CZ20181213006,97,9704,9704,传媒大学,151019780,10,,1,,665,434,,1,1,
CZ20181213006,97,9705,9705,双桥,151019781,9,,1,,684,434,,1,1,
CZ20181213006,97,9706,9706,管庄,151019782,8,,1,,705,434,,1,1,
CZ20181213006,97,9707,9707,八里桥,151019783,7,,1,,726,434,,1,1,
CZ20181213006,97,9708,9708,通州北苑,151019784,6,,1,,742,452,,1,1,
CZ20181213006,97,9709,9709,果园,151019785,5,,1,,757,470,,1,1,
CZ20181213006,97,9710,9710,九棵树,151019786,4,,1,,776,494,,1,1,
CZ20181213006,97,9711,9711,梨园,151019787,3,,1,,794,517,,1,1,
CZ20181213006,97,9712,9712,临河里,151019788,2,,1,,809,537,,1,1,
CZ20181213006,97,9713,9713,土桥,151019789,1,,1,,827,562,,1,1,
CZ20181213006,98,9821,9821,东直门,151020053,1,,1,,,,,1,1,
CZ20181213006,98,9823,9823,三元桥,151020055,2,,1,,,,,1,1,
CZ20181213006,98,9825,9825,T2航站楼,151020057,4,,1,,,,,1,1,
CZ20181213006,98,9827,9827,T3航站楼,151020059,3,,1,,,,,1,1,
